# Chesapeake Bay 2400 Year Isotope-Mg/Ca Data and Temperature Estimates 
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 2.0
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/21530 
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/cronin2010b/cronin2010b-md03-2661.txt
#
# Original_Source_URL: 
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#
# Parameter_Keywords: geochemistry, carbon isotopes, oxygen isotopes, climate reconstruction
#--------------------
# Contribution_Date
#	Date: 2017-02-24
#--------------------
# Title
#	Study_Name: Chesapeake Bay 2400 Year Isotope-Mg/Ca Data and Temperature Estimates 
#--------------------
# Investigators
# 	Investigators: Cronin, T.M.; Hayo, K.; Thunell, R.C.; Dwyer, G.S.; Saenger, C.; Willard, D.A.
#--------------------
# Description_and_Notes
#	Description: Benthic foraminifer stable isotope (d18O and d13C) and Mg/Ca data, plus Bay temperature and salinity 
#	estimates for the past 2,400 years.  
#--------------------
# Publication 
#	Authors: T.M. Cronin, K. Hayo, R.C. Thunell, G.S. Dwyer, C. Saenger, D.A. Willard
#	Published_Date_or_Year: 2010-11-10
#	Published_Title: The Medieval Climate Anomaly and Little Ice Age in Chesapeake Bay and the North Atlantic Ocean
#	Journal_Name: Palaeogeography, Palaeoecology, Palaeoclimatology 
#	Volume: 297
#	Edition: 
#	Issue: 2
#	Pages: 299-310
#	Report_Number: 
#	DOI: 10.1016/j.palaeo.2010.08.009
#	Online_Resource: http://www.sciencedirect.com/science/article/pii/S0031018210005031
#	Full_Citation: 
#	Abstract: A new 2400-year paleoclimate reconstruction from Chesapeake Bay (CB) (eastern US) was compared to other paleoclimate records in the North Atlantic region to evaluate climate variability during the Medieval Climate Anomaly (MCA) and Little Ice Age (LIA). Using Mg/Ca ratios from ostracodes and oxygen isotopes from benthic foraminifera as proxies for temperature and precipitation-driven estuarine hydrography, results show that warmest temperatures in CB reached 16-17C between 600 and 950 CE (Common Era), centuries before the classic European Medieval Warm Period (950-1100 CE) and peak warming in the Nordic Seas (1000-1400 CE). A series of centennial warm/cool cycles began about 1000 CE with temperature minima of ~8 to 9C about 1150, 1350, and 1650-1800 CE, and intervening warm periods (14-15C) centered at 1200, 1400, 1500 and 1600 CE. Precipitation variability in the eastern US included multiple dry intervals from 600 to 1200 CE, which contrasts with wet medieval conditions in the Caribbean. The eastern US experienced a wet LIA between 1650 and 1800 CE when the Caribbean was relatively dry. Comparison of the CB record with other records shows that the MCA and LIA were characterized by regionally asynchronous warming and complex spatial patterns of precipitation, possibly related to ocean-atmosphere processes.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US Geological Survey
#	Grant: Global Change Program
#------------------
# Site_Information 
#	Site_Name: MD03-2661
#	Location: Ocean>Atlantic Ocean>North Atlantic Ocean
#	Country: United States of America
#	Northernmost_Latitude: 38.8868
#	Southernmost_Latitude: 38.8868
#	Easternmost_Longitude: -76.3982
#	Westernmost_Longitude: -76.3982
#	Elevation: -25 m  
#------------------
# Data_Collection   
#	Collection_Name: Cronin2010bMD03-2661
#	Earliest_Year: -457
#	Most_Recent_Year: 1881 
#	Time_Unit: AD
#	Core_Length: m
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 
# Table 2.
# Radiocarbon dates from MD03-2661 core, Chesapeake Bay.
# 
# DateNumber*	Core	WaterDepth(m)	SampleDepth(cm)	MidpointDepth(cm)	Lat.(degN)	Lat.(minN)	Long.(degW)	Long.(minW)	Material dated	d13C	14Cage conventional	Error+/-BP	Calibrated age(yr BP)	Calibrated age(yr BP)+2S	Calibrated age(yr BP)-2S	Common Era age
# NA	MD03-2661	25.5	0	0	38	53.21	76	23.89	Pollen Stratigraphy	N/A	N/A	N/A	N/A	N/A	N/A	1850-1880
# B-235942	MD03-2661	25.5	86-92	89	38	53.21	76	23.89	Mulinia lateralis	-1.3	240	40	N/A	N/A	N/A	Post 18th cent.
# NA	MD03-2661	25.5	115	115	38	53.21	76	23.89	Pollen Stratigraphy	N/A	N/A	N/A	N/A	N/A	N/A	~1725
# B-235943	MD03-2661	25.5	188-194	191	38	53.21	76	23.89	Mulinia lateralis	-0.6	320	40	N/A	N/A	N/A	Post 18th cent.
# B-235944	MD03-2661	25.5	296-302	299	38	53.21	76	23.89	Mulinia lateralis	-2.2	740	40	380	470	290	1570
# 180325	MD03-2661	25.5	370-372	371	38	53.21	76	23.89	Mulinia lateralis	-1.4	1280	40	820	910	730	1130
# 181991	MD03-2661	25.5	485	485	38	53.21	76	23.89	Mulinia lateralis	-1.5	1750	40	1290	1355	1235	660
# 191408	MD03-2661	25.5	574-576	575	38	53.21	76	23.89	Mulinia lateralis	-1.4	1730	40	1280	1340	1220	670
# 181992	MD03-2661	25.5	597	597	38	53.21	76	23.89	Mulinia lateralis	-1.3	1740	40	1285	1345	1230	665
# 191409	MD03-2661	25.5	712-714	713	38	53.21	76	23.89	Mulinia lateralis	-1.4	2000	40	1540	1670	1480	410
# 191410	MD03-2661	25.5	796-798	797	38	53.21	76	23.89	Mulinia lateralis	-0.4	2140	40	1710	1820	1620	240
# 181993	MD03-2661	25.5	898	898	38	53.21	76	23.89	Mulinia lateralis	-1.8	2390	40	2000	2115	1915	-50
# 181994	MD03-2661	25.5	1003	1003	38	53.21	76	23.89	Mulinia lateralis	-1.5	2810	40	2565	2700	2400	-615
# 191411	MD03-2661	25.5	1052-1054	1053	38	53.21	76	23.89	Mulinia lateralis	-0.4	2820	40	2600	2700	2430	-650
# 180326	MD03-2661	25.5	1086-1089	1087.5	38	53.21	76	23.89	Mulinia lateralis	-0.6	3050	40	2790	2890	2740	-840
# 215879	MD03-2661	25.5	1146-1148	1147	38	53.21	76	23.89	Seed	N/A	3420	40	3670	3820	3580	-1720
# 215880	MD03-2661	25.5	1150-1155	1152.5	38	53.21	76	23.89	Shell	-1.2	3940	40	3910	4050	3820	-1960
# 191412	MD03-2661	25.5	1216-1218	1217	38	53.21	76	23.89	Mulinia lateralis	-0.7	5160	40	5560	5590	5450	-3610
# 191413	MD03-2661	25.5	1300-1302	1301	38	53.21	76	23.89	Mulinia lateralis	-0.3	5440	50	5840	5910	5690	-3890
# 191414	MD03-2661	25.5	1398-1400	1399	38	53.21	76	23.89	Mulinia lateralis	-0.7	5530	40	5910	5980	5850	-3960
# 191415	MD03-2661	25.5	1412-1414	1413	38	53.21	76	23.89	Mulinia lateralis	-0.2	5520	50	5900	5990	5770	-3950
# 191416	MD03-2661	25.5	1458-1460	1459	38	53.21	76	23.89	Mulinia lateralis	-0.6	5590	40	5950	6080	5900	-4000
# 180327	MD03-2661	25.5	1476	1476	38	53.21	76	23.89	Mulinia lateralis	-1	5600	40	5970	6090	5900	-4020
# 191417	MD03-2661	25.5	1614-1616	1615	38	53.21	76	23.89	Mulinia lateralis	-0.7	5820	40	6260	6300	6170	-4310
# 
# *All dates National Ocean Science Accelerator mass Spectrometry Facility (NOSAMS), Woods Hole Oceanographic except "B-" from Beta Analytic.
# Radiocarbon dates calibrated using marine calibration curve from Stuiver et al. (1998) with no DeltaR correction and assuming no change in DeltaR over the last 2400 years.
# Further discussion of Chesapeake core chronology can be found in Cronin T.M. et al. (2007). Geophys. Res. Lttrs., 34, L20603.
# Willard et al. (2003). The Holocene, 13, 201-214.
# Willard et al. (2005). Glob. Planet Change, 47, 17-35.
# NA = not available
# 	
#----------------
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## depth_cm	depth, , , cm, , , , ,N
## age_AD	age, , , AD, , , , ,N
## Mg/Ca	Magnesium/Calcium ratio, Elphidium selseyense, , mmol/mol, , paleoceanography, , ,N 
## temp	temperature, , , degrees C, , climate reconstructions, Estimated Bay Temp , ,N
## d13C	delta18O, Elphidium selseyense, , per mil VPDB, , paleoceanography, , ,N 
## d18O	delta18O, Elphidium selseyense, , per mil VPDB, , paleoceanography, , ,N 
## d18Osw	delta18O seawater, , , per mil, , paleoceanography, Estimated Bay water d18O w/.8 per mil correction, ,N
## sal	salinity, , , degrees C, , climate reconstructions, Estimated Bay salinity , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
depth_cm	age_AD	Mg/Ca	temp	d13C	d18O	d18Osw	sal
2	1881.2	20.92	11.04				
4	1878.1						
6	1875.0	24.94	13.64				
8	1871.9	25.57	14.04				
10	1868.8	15.90	7.81				
12	1865.7	22.56	12.10				
14	1862.6						
16	1859.4			-3.400	-2.609		
20	1853.1	26.03	14.33	-3.612	-1.282	-2.361	22.575
22	1850.0	28.17	15.72	-3.795	-1.866	-2.624	21.183
24	1846.8	28.19	15.72	-3.981	-0.957	-1.713	26.012
26	1843.7			-3.421	-1.468		
28	1840.5			-3.817	-2.694		
30	1837.3			-4.385	-1.693		
32	1834.1			-4.525	-1.705		
34	1831.0			-4.178	-0.850		
36	1827.8			-4.448	-0.986		
38	1824.6	27.29	15.15	-4.386	-0.280	-1.169	28.898
40	1821.4	27.88	15.53	-4.404	-0.349	-1.151	28.991
42	1818.1			-4.123	-0.607		
44	1814.9	23.70	12.84	-3.789	-1.159	-2.591	21.356
46	1811.7	20.64	10.87	-4.083	-1.625	-3.530	16.375
48	1808.5			-4.344	-1.416		
50	1805.2	35.18	20.23	-4.031	-1.442	-1.184	28.817
52	1802.0			-4.326	-1.175		
54	1798.7			-4.151	-1.460		
56	1795.5			-4.093	-1.607		
58	1792.2	17.87	9.08	-3.774	-1.834	-4.177	12.947
60	1788.9			-3.451	-1.402		
62	1785.6			-4.345	-1.604		
64	1782.4			-3.467	-1.506		
66	1779.1						
68	1775.8	19.15	9.90	-3.703	-2.130	-4.271	12.451
70	1772.5	24.43	13.31	-3.829	-1.687	-3.008	19.145
72	1769.2	21.51	11.43	-3.428	-1.140	-2.910	19.663
74	1765.8	22.75	12.22	-4.403	-1.090	-2.669	20.943
76	1762.5	19.54	10.16	-4.279	-1.001	-3.079	18.771
78	1759.2	23.08	12.43	-4.031	-1.850	-3.378	17.183
80	1755.8			-4.113	-1.250		
82	1752.5			-4.123	-1.000		
84	1749.2	20.00	10.45	-3.862	-2.143	-4.150	13.089
86	1745.8	12.01	5.30	-4.074	-1.385	-4.681	10.277
88	1742.4	19.59	10.19	-4.679	-2.990	-5.061	8.262
90	1739.1	18.61	9.56	-3.778	-1.725	-3.950	14.153
92	1735.7			-4.221	-1.015		
94	1732.3	17.08	8.57	-4.305	-1.011	-3.480	16.643
96	1728.9			-3.618	-1.604		
98	1725.5			-3.601	-1.590		
100	1722.1			-3.937	-1.911		
102	1718.7			-4.091	-1.439		
104	1715.3	16.74	8.35	-3.753	-1.497	-4.020	13.781
106	1711.9			-3.814	-1.295		
108	1708.5			-4.210	-1.383		
110	1705.0						
112	1701.6	25.61	14.06	-4.431	-2.066	-3.209	18.081
114	1698.1			-4.140	-1.677		
116	1694.7	26.16	14.42	-3.302	-1.035	-2.095	23.989
118	1691.2			-3.960	-2.046		
120	1687.8			-3.786	-1.850		
122	1684.3						
124	1680.8			-4.017	-2.147		
126	1677.3	13.86	6.50	-4.322	-1.735	-4.724	10.044
128	1673.9	20.04	10.48	-4.008	-1.626	-3.626	15.868
130	1670.4			-4.769	-2.840		
132	1666.9			-4.629	-1.635		
134	1663.3			-4.150	-1.256		
136	1659.8			-4.160	-1.719		
138	1656.3						
140	1652.8			-3.265	-1.984		
142	1649.2	21.84	11.64	-3.669	-2.261	-3.980	13.993
144	1645.7			-3.534	-1.730		
146	1642.2	19.24	9.97	-3.177	-1.246	-3.371	17.223
148	1638.6	16.39	8.13	-2.692	-1.218	-3.798	14.959
150	1635.0	20.06	10.49	-5.087	-1.916	-3.912	14.351
152	1631.5	47.66	28.26	-4.027	-1.825	0.132	35.796
154	1627.9			-3.639	-1.479		
156	1624.3			-2.830	-1.227		
158	1620.7						
160	1617.1	23.23	12.53	-3.776	-1.603	-3.107	18.618
162	1613.5	21.13	11.18	-3.871	-1.574	-3.404	17.046
164	1609.9			-3.567	-1.003		
166	1606.3	19.99	10.45	-4.172	-1.446	-3.453	16.787
168	1602.7	19.79	10.31	-4.191	-1.753	-3.793	14.983
170	1599.1	27.00	14.96	-3.880	-1.945	-2.878	19.832
172	1595.5	25.34	13.89	-3.855	-1.520	-2.703	20.764
174	1591.8	22.97	12.36	-2.980	-0.779	-2.324	22.774
176	1588.2	20.81	10.97	-3.459	-1.155	-3.035	19.004
178	1584.5	19.78	10.31	-3.532	-1.653	-3.693	15.511
180	1580.9	20.13	10.54	-3.680	-1.705	-3.691	15.526
182	1577.2	22.22	11.88	-4.361	-1.155	-2.815	20.167
184	1573.5	24.07	13.07	-4.557	-1.423	-2.800	20.249
186	1569.9	20.91	11.04	-3.875	-0.484	-2.347	22.650
188	1566.2	24.37	13.27	-4.283	-0.435	-1.765	25.736
190	1562.5	25.60	14.06	-4.012	-1.415	-2.559	21.527
192	1558.8	23.99	13.02	-4.370	-1.581	-2.969	19.351
194	1555.1	22.42	12.01	-3.684	-1.442	-3.071	18.812
196	1551.4			-3.695	-1.605		
198	1547.7			-3.823	-1.306		
198	1547.7			-4.262	-1.688		
200	1544.0			-4.036	-1.885		
202	1540.2	21.92	11.69	-3.435	-1.016	-2.722	20.660
204	1536.5	16.26	8.04	-3.936	-1.094	-3.694	15.506
206	1532.8	26.99	14.95	-4.324	-1.210	-2.145	23.721
208	1529.0	40.81	23.86	-4.437	-1.282	-0.239	33.827
210	1525.3	22.19	11.86	-3.271	-1.344	-3.009	19.137
212	1521.5			-3.371	-1.518		
214	1517.7	24.41	13.29	-3.740	-1.611	-2.936	19.526
216	1514.0	21.54	11.44	-2.976	-0.923	-2.688	20.840
218	1510.2	19.45	10.10	-3.391	-1.325	-3.418	16.972
220	1506.4	29.70	16.70	-3.852	-1.463	-1.995	24.514
222	1502.6			-4.344	-1.220		
224	1498.8	19.00	9.81	-2.681	-0.944	-3.107	18.620
226	1495.0	21.64	11.51	-3.170	-1.289	-3.039	18.983
228	1491.2	27.61	15.35	-3.479	-1.007	-1.850	25.286
230	1487.4	24.56	13.39	-3.466	-1.022	-2.323	22.776
232	1483.6			-3.396	-1.151		
234	1479.7	21.68	11.53	-3.697	-1.293	-3.037	18.991
236	1475.9	24.93	13.63	-3.236	-1.062	-2.306	22.865
238	1472.1	23.43	12.66	-3.825	-1.263	-2.736	20.586
240	1468.2	18.18	9.28	-3.494	-1.266	-3.559	16.221
242	1464.4			-4.338	-1.987		
244	1460.5	19.61	10.20	-3.545	-1.735	-3.803	14.930
246	1456.6			-3.289	-1.055		
248	1452.8			-2.766	-0.429		
250	1448.9	24.25	13.19	-3.662	-2.044	-3.393	17.106
252	1445.0	20.36	10.69	-3.740	-1.668	-3.617	15.915
254	1441.1	20.24	10.61	-3.774	-1.007	-2.975	19.321
256	1437.2	23.72	12.85	-4.142	-0.964	-2.393	22.406
258	1433.3	21.92	11.69	-3.451	-1.105	-2.811	20.188
260	1429.4	32.07	18.22	-3.685	-1.557	-1.744	25.846
262	1425.5			-3.500	-1.028		
264	1421.5			-3.913	-0.911		
266	1417.6			-2.186	0.199		
268	1413.7			-2.793	-1.224		
270	1409.7	28.84	16.15	-3.555	-1.263	-1.923	24.901
272	1405.8			-4.235	-1.026		
274	1401.8			-3.710	-1.420		
276	1397.9			-3.381	-1.364		
278	1393.9	31.90	18.12	-2.974	-1.273	-1.484	27.225
280	1389.9	16.38	8.12	-3.140	-1.063	-3.644	15.774
282	1385.9	27.35	15.18	-2.578	-0.831	-1.712	26.015
284	1381.9			-2.726	-0.637		
286	1377.9			-3.113	-1.088		
288	1373.9	16.95	8.49	-3.666	-1.158	-3.647	15.755
290	1369.9			-4.047	-0.874		
292	1365.9	18.23	9.31	-3.709	-1.122	-3.408	17.026
294	1361.9	16.50	8.20	-2.777	-1.275	-3.836	14.755
296	1357.9	16.60	8.27	-3.017	-1.118	-3.663	15.671
298	1353.8	17.40	8.78	-4.010	-1.023	-3.440	16.852
300	1349.8			-3.305	-1.343		
302	1345.7			-3.555	-1.191		
304	1341.7			-3.736	-1.184		
306	1337.6			-3.343	-1.504		
308	1333.6			-3.831	-1.150		
310	1329.5	21.09	11.15	-2.621	-0.903	-2.739	20.573
312	1325.4	18.62	9.56	-2.802	-1.013	-3.236	17.935
314	1321.3	17.04	8.54	-3.632	-1.087	-3.563	16.204
316	1317.2	23.25	12.55	-3.421	-1.143	-2.644	21.076
318	1313.1	20.22	10.59	-3.116	-1.113	-3.085	18.736
320	1309.0			-3.451	-1.139		
322	1304.9	21.22	11.24	-3.829	-1.191	-3.007	19.152
324	1300.8						
326	1296.7	24.44	13.31	-2.751	-1.516	-2.835	20.060
328	1292.6	20.89	11.03	-3.766	-1.020	-2.886	19.790
330	1288.4	22.70	12.19	-3.368	-1.368	-2.954	19.430
332	1284.3	19.04	9.84	-3.278	-1.786	-3.943	14.186
334	1280.1	20.87	11.02	-3.381	-1.523	-3.392	17.108
336	1276.0	18.19	9.29	-3.439	-1.119	-3.411	17.010
